Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Sh,SoT,Avg_Sh_Dist,FK,Pas_TotDist,Pas_PrgDist,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,KP,Pas_A3,PPA,CrsPA,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,Dr_Succ,Dr_Att,Num_Dr_Past,Megs,Carries,Cr_TotDist,Cr_PrgDist,Cr_Prog,Cr_A3,CPA,Mis,Dis,Targ,Rec,Prog_Pas_Rec,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD,Past,Press,Press_Succ,Pr_D3,Pr_M3,Pr_A3,Blocks,Blk_Sh,ShSv,Blk_Pass,Int,Clr,Err
Edson Castillo,MF,Venezuela,26.0,1994.0,4.0,2.0,167.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,16.7,0.0,893,273,24,27,20,24,5,9,1,4,2,0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,3.0,96.0,7.0,33.0,55.0,11.0,2.0,96.0,1.0,3.0,1.0,0.0,48.0,229.0,108.0,3.0,1.0,0.0,2.0,0.0,52.0,48.0,0.0,7.0,5.0,4.0,0.0,6.0,1.0,41.0,14.0,19.0,22.0,0.0,3.0,1.0,0.0,2.0,10.0,4.0,0.0
Edinson Cavani,FW,Uruguay,33.0,1987.0,5.0,5.0,427.0,2.0,0.0,1.0,1.0,0.0,0.0,14.0,5.0,15.4,0.0,2109,324,68,75,35,45,14,16,5,4,5,0,0.0,5.0,8.0,2.0,4.0,0.0,0.0,0.0,29.0,4.0,12.0,201.0,2.0,21.0,67.0,120.0,33.0,199.0,6.0,9.0,6.0,0.0,136.0,584.0,205.0,12.0,3.0,1.0,9.0,6.0,222.0,156.0,40.0,1.0,1.0,1.0,1.0,2.0,4.0,65.0,10.0,8.0,28.0,29.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0
Richard Celis,MF,Venezuela,24.0,1996.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,10,3,4,1,1,0,2,0,0,0,0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,20.0,0.0,5.0,12.0,6.0,0.0,20.0,0.0,2.0,0.0,0.0,11.0,94.0,69.0,1.0,1.0,0.0,2.0,2.0,10.0,8.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,13.0,3.0,5.0,6.0,2.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
Boris Cespedes,MF,Bolivia,25.0,1995.0,2.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441,117,12,13,8,10,4,5,1,3,0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,43.0,5.0,15.0,27.0,5.0,1.0,43.0,0.0,0.0,0.0,0.0,31.0,143.0,76.0,1.0,0.0,0.0,0.0,3.0,33.0,31.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,39.0,4.0,19.0,17.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
Yimmi Chará,MF,Colombia,29.0,1991.0,4.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1033,335,25,28,25,27,5,8,4,8,2,0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,83.0,2.0,16.0,42.0,30.0,4.0,82.0,2.0,4.0,2.0,0.0,58.0,315.0,219.0,5.0,4.0,0.0,6.0,2.0,80.0,67.0,9.0,2.0,2.0,0.0,0.0,2.0,1.0,35.0,6.0,5.0,16.0,14.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Jeyson Chura,FW,Bolivia,18.0,2002.0,3.0,3.0,168.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,25.3,0.0,829,182,30,30,18,22,4,6,2,3,0,0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,7.0,85.0,5.0,15.0,41.0,34.0,3.0,84.0,3.0,4.0,3.0,0.0,70.0,338.0,165.0,8.0,1.0,0.0,7.0,6.0,94.0,65.0,13.0,1.0,2.0,0.0,0.0,1.0,4.0,65.0,9.0,16.0,19.0,30.0,2.0,0.0,0.0,2.0,2.0,1.0,0.0
Sebastián Coates,DF,Uruguay,30.0,1990.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265,123,2,2,8,9,1,2,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,23.0,4.0,17.0,7.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,10.0,67.0,37.0,1.0,0.0,0.0,1.0,0.0,8.0,8.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,7.0,3.0,6.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,5.0,0.0
Sergio Córdova,FW,Venezuela,23.0,1997.0,4.0,1.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,13.6,0.0,364,38,17,19,6,10,2,3,2,1,0,0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,9.0,10.0,53.0,1.0,5.0,34.0,18.0,4.0,49.0,4.0,5.0,4.0,1.0,32.0,96.0,51.0,3.0,1.0,1.0,4.0,3.0,69.0,35.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,5.0,3.0,14.0,8.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0
Ángel Correa,FW,Argentina,25.0,1995.0,2.0,1.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,14.7,0.0,684,81,21,24,11,11,5,5,2,2,4,0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,58.0,0.0,6.0,23.0,33.0,6.0,58.0,2.0,6.0,3.0,0.0,43.0,193.0,120.0,8.0,3.0,0.0,1.0,2.0,54.0,45.0,6.0,1.0,0.0,1.0,1.0,0.0,1.0,14.0,4.0,3.0,4.0,7.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
Joaquín Correa,FW,Argentina,26.0,1994.0,3.0,0.0,82.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,181,16,10,11,4,4,0,0,0,0,0,0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,27.0,1.0,6.0,9.0,14.0,5.0,27.0,1.0,2.0,1.0,0.0,23.0,194.0,87.0,5.0,2.0,2.0,2.0,1.0,31.0,20.0,8.0,0.0,1.0,0.0,0.0,1.0,2.0,18.0,6.0,6.0,7.0,5.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
Aldo Corzo,DF,Peru,31.0,1989.0,7.0,7.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,3035,1402,117,127,67,82,11,21,2,12,0,0,0.0,8.0,5.0,0.0,9.0,0.0,0.0,0.0,35.0,7.0,17.0,326.0,22.0,102.0,130.0,107.0,9.0,279.0,2.0,6.0,2.0,0.0,180.0,692.0,309.0,11.0,5.0,0.0,5.0,8.0,194.0,175.0,8.0,9.0,9.0,2.0,1.0,8.0,8.0,83.0,29.0,40.0,20.0,23.0,20.0,3.0,0.0,17.0,11.0,15.0,0.0
Juan Cuadrado,MF,Colombia,32.0,1988.0,6.0,6.0,570.0,1.0,1.0,0.0,0.0,3.0,0.0,5.0,3.0,22.0,2.0,5103,1675,88,97,94,111,52,90,17,20,13,3,0.0,17.0,26.0,0.0,24.0,0.0,0.0,0.0,44.0,0.0,6.0,394.0,3.0,59.0,193.0,177.0,17.0,359.0,17.0,27.0,18.0,0.0,305.0,1246.0,722.0,41.0,15.0,4.0,12.0,15.0,333.0,277.0,35.0,8.0,4.0,5.0,2.0,3.0,11.0,133.0,36.0,43.0,59.0,31.0,9.0,1.0,0.0,8.0,13.0,2.0,0.0
Adrián Cubas,MF,Paraguay,24.0,1996.0,3.0,1.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,0.0,1051,185,22,22,25,27,7,8,1,4,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,72.0,0.0,21.0,49.0,8.0,0.0,72.0,0.0,0.0,0.0,0.0,54.0,253.0,105.0,4.0,1.0,0.0,3.0,1.0,54.0,52.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,33.0,10.0,14.0,19.0,0.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0
Gustavo Cuellar,MF,Colombia,28.0,1992.0,6.0,3.0,284.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,23.7,0.0,3235,832,66,72,70,76,27,35,0,18,2,0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,23.0,0.0,0.0,223.0,14.0,72.0,137.0,31.0,0.0,220.0,4.0,4.0,4.0,0.0,153.0,836.0,481.0,15.0,2.0,0.0,2.0,6.0,168.0,161.0,4.0,11.0,6.0,6.0,1.0,3.0,10.0,98.0,29.0,41.0,46.0,11.0,3.0,0.0,0.0,3.0,11.0,10.0,0.0
Jaume Cuéllar,FW,Bolivia,19.0,2001.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,73,2,4,5,1,2,0,0,0,0,0,0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,1.0,1.0,5.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,9.0,85.0,34.0,2.0,1.0,0.0,1.0,1.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Cueva,FW,Peru,29.0,1991.0,7.0,7.0,597.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,22.3,1.0,3420,932,127,146,80,97,11,30,15,21,10,1,0.0,5.0,29.0,1.0,8.0,0.0,0.0,0.0,43.0,3.0,10.0,397.0,6.0,49.0,211.0,165.0,10.0,383.0,21.0,36.0,22.0,1.0,343.0,1707.0,995.0,51.0,14.0,1.0,15.0,23.0,384.0,304.0,51.0,12.0,7.0,5.0,2.0,2.0,15.0,144.0,35.0,33.0,71.0,40.0,7.0,0.0,0.0,7.0,10.0,1.0,0.0
Yohan Cumana,DF,Venezuela,24.0,1996.0,3.0,3.0,256.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,22.8,0.0,659,323,20,25,15,18,4,9,1,2,0,0,0.0,3.0,5.0,1.0,3.0,0.0,1.0,0.0,11.0,4.0,3.0,84.0,10.0,32.0,38.0,19.0,0.0,71.0,1.0,2.0,1.0,0.0,46.0,246.0,142.0,5.0,2.0,0.0,3.0,3.0,53.0,36.0,7.0,2.0,2.0,0.0,0.0,2.0,4.0,56.0,15.0,35.0,14.0,7.0,10.0,1.0,1.0,9.0,3.0,7.0,0.0
Robert Piris Da Motta,MF,Paraguay,26.0,1994.0,3.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1514,243,29,35,34,36,12,15,0,9,0,0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,99.0,1.0,22.0,72.0,10.0,0.0,96.0,1.0,1.0,1.0,0.0,68.0,252.0,82.0,0.0,1.0,0.0,1.0,1.0,76.0,75.0,0.0,4.0,3.0,3.0,0.0,3.0,3.0,36.0,11.0,11.0,20.0,5.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0
Danilo,DF,Brazil,29.0,1991.0,7.0,6.0,575.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,22.7,0.0,5864,1834,136,147,160,177,28,42,2,30,2,2,0.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,37.0,9.0,3.0,449.0,18.0,118.0,244.0,111.0,6.0,396.0,6.0,8.0,7.0,2.0,268.0,1221.0,752.0,24.0,9.0,1.0,5.0,3.0,301.0,292.0,9.0,3.0,2.0,3.0,0.0,0.0,4.0,48.0,13.0,15.0,26.0,7.0,8.0,1.0,1.0,7.0,12.0,18.0,0.0
Héctor David Martínez,DF,Paraguay,23.0,1998.0,4.0,2.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,12.1,0.0,1594,919,36,44,36,49,12,20,3,8,6,3,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,18.0,3.0,4.0,140.0,6.0,45.0,64.0,37.0,4.0,119.0,1.0,3.0,1.0,1.0,85.0,445.0,262.0,13.0,2.0,0.0,2.0,0.0,90.0,81.0,7.0,4.0,6.0,0.0,0.0,6.0,4.0,51.0,12.0,28.0,22.0,1.0,3.0,0.0,0.0,3.0,4.0,4.0,0.0
Giorgian De Arrascaeta,MF,Uruguay,26.0,1994.0,4.0,4.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,19.1,0.0,2258,571,60,70,42,62,18,33,7,8,4,1,0.0,3.0,5.0,1.0,10.0,0.0,0.0,0.0,23.0,0.0,5.0,201.0,0.0,14.0,80.0,119.0,14.0,185.0,2.0,5.0,3.0,0.0,142.0,631.0,251.0,17.0,7.0,1.0,6.0,4.0,183.0,150.0,30.0,5.0,0.0,2.0,3.0,1.0,1.0,59.0,15.0,6.0,31.0,22.0,5.0,0.0,0.0,5.0,2.0,0.0,0.0
Nicolás De La Cruz,MF,Uruguay,23.0,1997.0,4.0,4.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,18.7,0.0,1832,561,77,81,36,44,9,17,2,9,6,1,0.0,6.0,3.0,0.0,5.0,0.0,0.0,0.0,22.0,4.0,3.0,178.0,2.0,25.0,97.0,76.0,8.0,175.0,6.0,7.0,6.0,0.0,127.0,759.0,471.0,19.0,9.0,1.0,8.0,6.0,149.0,128.0,19.0,4.0,2.0,7.0,0.0,4.0,5.0,88.0,24.0,25.0,45.0,18.0,4.0,0.0,0.0,4.0,7.0,0.0,0.0
Rodrigo De Paul,MF,Argentina,26.0,1994.0,6.0,5.0,498.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,2.0,14.0,0.0,4157,999,87,100,83,93,34,44,8,18,5,0,0.0,11.0,17.0,0.0,4.0,0.0,0.0,0.0,42.0,1.0,2.0,305.0,3.0,75.0,140.0,119.0,7.0,281.0,3.0,10.0,5.0,0.0,224.0,1265.0,670.0,29.0,10.0,1.0,3.0,7.0,226.0,202.0,13.0,10.0,7.0,2.0,2.0,5.0,3.0,87.0,30.0,37.0,29.0,21.0,8.0,0.0,0.0,8.0,8.0,5.0,0.0
Ángel Di María,FW,Argentina,32.0,1988.0,6.0,2.0,277.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,19.0,0.0,1456,397,52,60,32,41,6,9,5,5,7,1,0.0,2.0,7.0,0.0,7.0,0.0,0.0,0.0,25.0,0.0,2.0,176.0,1.0,21.0,73.0,104.0,15.0,172.0,15.0,23.0,15.0,0.0,154.0,958.0,664.0,36.0,18.0,6.0,8.0,10.0,155.0,132.0,22.0,3.0,0.0,2.0,1.0,0.0,6.0,51.0,15.0,10.0,16.0,25.0,8.0,0.0,0.0,8.0,2.0,1.0,0.0
Damián Díaz,MF,Ecuador,34.0,1986.0,2.0,1.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,12.2,0.0,610,210,12,16,12,14,6,9,2,7,1,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,50.0,0.0,2.0,31.0,21.0,2.0,46.0,3.0,3.0,3.0,1.0,38.0,244.0,125.0,7.0,4.0,0.0,2.0,2.0,46.0,39.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,9.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nicolás Domínguez,MF,Argentina,22.0,1998.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432,66,21,21,7,7,2,2,0,2,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,36.0,0.0,5.0,21.0,11.0,1.0,36.0,0.0,0.0,0.0,0.0,29.0,72.0,20.0,2.0,0.0,0.0,1.0,1.0,34.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,DF,Brazil,22.0,1999.0,3.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906,259,37,42,19,22,4,4,0,3,0,0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,16.0,5.0,2.0,91.0,4.0,40.0,29.0,26.0,0.0,81.0,0.0,0.0,0.0,0.0,49.0,241.0,141.0,8.0,3.0,0.0,1.0,2.0,53.0,48.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,18.0,7.0,10.0,4.0,4.0,4.0,0.0,0.0,4.0,2.0,8.0,0.0
Julio Enciso,MF,Paraguay,17.0,2004.0,2.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,23.7,0.0,40,9,2,2,1,1,0,0,0,0,0,0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,2.0,4.0,5.0,0.0,10.0,1.0,2.0,1.0,0.0,10.0,42.0,29.0,3.0,0.0,0.0,0.0,1.0,10.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alberto Espínola,DF,Paraguay,29.0,1991.0,5.0,5.0,446.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,15.6,0.0,3910,1592,102,110,76,88,28,44,4,13,4,2,0.0,10.0,7.0,1.0,11.0,0.0,0.0,0.0,31.0,7.0,2.0,302.0,12.0,104.0,133.0,83.0,7.0,250.0,5.0,6.0,6.0,0.0,169.0,788.0,449.0,19.0,3.0,0.0,3.0,3.0,179.0,163.0,8.0,8.0,14.0,5.0,1.0,12.0,10.0,95.0,25.0,44.0,38.0,13.0,3.0,0.0,0.0,3.0,10.0,13.0,0.0
Michael Estrada,FW,Ecuador,24.0,1996.0,3.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.6,0.0,216,26,12,15,5,6,0,0,0,1,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,42.0,0.0,1.0,18.0,24.0,11.0,40.0,1.0,1.0,1.0,0.0,27.0,88.0,29.0,2.0,0.0,0.0,1.0,3.0,46.0,26.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,10.0,2.0,7.0,24.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Pervis Estupiñán,DF,Ecuador,23.0,1998.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,27.4,2.0,3586,1534,88,102,80,99,25,57,11,16,11,6,0.0,19.0,8.0,0.0,30.0,0.0,0.0,0.0,40.0,7.0,5.0,345.0,8.0,71.0,138.0,150.0,7.0,281.0,6.0,12.0,6.0,0.0,205.0,1039.0,607.0,27.0,6.0,1.0,10.0,6.0,203.0,180.0,17.0,12.0,5.0,5.0,6.0,3.0,6.0,106.0,31.0,29.0,51.0,26.0,11.0,2.0,0.0,9.0,12.0,9.0,0.0
Fabinho,MF,Brazil,27.0,1993.0,4.0,2.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25.1,0.0,2727,639,66,69,72,74,13,16,0,9,1,0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,3.0,3.0,189.0,5.0,52.0,124.0,28.0,2.0,183.0,4.0,5.0,4.0,1.0,120.0,578.0,288.0,7.0,0.0,0.0,2.0,1.0,143.0,139.0,4.0,6.0,2.0,6.0,3.0,6.0,2.0,33.0,12.0,13.0,15.0,5.0,3.0,0.0,0.0,3.0,1.0,7.0,0.0
Frank Fabra,DF,Colombia,29.0,1991.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,238,91,3,3,9,11,1,3,0,0,1,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,7.0,8.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,58.0,28.0,2.0,0.0,0.0,0.0,0.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Roberto Fernández,DF,Bolivia,21.0,1999.0,4.0,3.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,25.7,0.0,1926,821,54,61,57,62,3,11,0,7,1,1,0.0,4.0,2.0,0.0,3.0,0.0,0.0,0.0,13.0,1.0,3.0,192.0,17.0,77.0,91.0,48.0,1.0,176.0,4.0,11.0,6.0,0.0,138.0,910.0,544.0,21.0,9.0,0.0,5.0,8.0,142.0,124.0,5.0,3.0,4.0,0.0,0.0,3.0,7.0,60.0,11.0,34.0,16.0,10.0,11.0,0.0,0.0,11.0,12.0,10.0,0.0
Luis Fernando Díaz,MF,Colombia,24.0,1997.0,5.0,4.0,417.0,4.0,0.0,0.0,0.0,0.0,1.0,10.0,8.0,16.9,0.0,2138,461,65,75,46,55,12,16,3,3,3,1,0.0,3.0,11.0,0.0,6.0,0.0,0.0,0.0,35.0,3.0,5.0,219.0,1.0,32.0,97.0,118.0,23.0,213.0,26.0,32.0,26.0,0.0,193.0,1250.0,846.0,43.0,18.0,7.0,9.0,13.0,199.0,161.0,32.0,2.0,3.0,1.0,0.0,0.0,2.0,58.0,18.0,18.0,22.0,18.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0
Nahuel Ferraresi,DF,Venezuela,22.0,1998.0,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,17.1,0.0,998,431,12,14,29,32,7,8,0,4,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,66.0,8.0,39.0,26.0,4.0,1.0,66.0,1.0,1.0,1.0,0.0,41.0,252.0,173.0,6.0,1.0,0.0,0.0,0.0,52.0,50.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,8.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,3.0,0.0
Roberto Firmino,MF,Brazil,29.0,1991.0,5.0,2.0,216.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,8.7,0.0,981,311,38,42,24,28,2,2,2,6,3,0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,4.0,104.0,1.0,15.0,49.0,43.0,6.0,104.0,3.0,3.0,3.0,0.0,74.0,334.0,161.0,9.0,1.0,0.0,8.0,3.0,102.0,76.0,16.0,2.0,1.0,3.0,0.0,3.0,0.0,48.0,15.0,4.0,23.0,21.0,5.0,0.0,0.0,5.0,2.0,1.0,0.0
Enrique Flores,DF,Bolivia,26.0,1994.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,343,128,8,8,9,13,2,3,1,1,2,2,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,39.0,1.0,10.0,13.0,17.0,2.0,32.0,2.0,5.0,2.0,0.0,26.0,160.0,91.0,3.0,0.0,1.0,2.0,1.0,28.0,22.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,2.0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0
Alan Franco,MF,Ecuador,22.0,1998.0,4.0,3.0,248.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,1174,220,30,34,35,38,3,7,2,2,1,0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,16.0,0.0,6.0,100.0,2.0,18.0,50.0,34.0,3.0,100.0,0.0,0.0,0.0,0.0,66.0,211.0,103.0,5.0,0.0,0.0,1.0,2.0,86.0,68.0,8.0,2.0,1.0,2.0,0.0,0.0,1.0,44.0,7.0,10.0,23.0,11.0,4.0,0.0,0.0,4.0,6.0,1.0,0.0
Fred,MF,Brazil,27.0,1993.0,6.0,6.0,460.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,0.0,5744,1747,147,160,131,138,39,47,4,45,5,0,0.0,6.0,5.0,0.0,2.0,0.0,0.0,0.0,62.0,1.0,3.0,425.0,6.0,101.0,270.0,77.0,3.0,413.0,6.0,11.0,8.0,2.0,305.0,1208.0,648.0,25.0,9.0,1.0,6.0,4.0,319.0,307.0,9.0,9.0,9.0,5.0,1.0,5.0,7.0,135.0,46.0,46.0,71.0,18.0,9.0,0.0,0.0,9.0,10.0,1.0,0.0
Pablo Galdames Millán,MF,Chile,24.0,1996.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279,48,3,5,8,9,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,2.0,9.0,13.0,2.0,19.0,0.0,0.0,0.0,0.0,13.0,47.0,20.0,0.0,3.0,0.0,0.0,1.0,18.0,14.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,5.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raziel García,FW,Peru,26.0,1994.0,4.0,0.0,86.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,22.9,0.0,898,289,32,34,23,27,3,5,2,5,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,3.0,81.0,0.0,13.0,40.0,33.0,2.0,80.0,2.0,2.0,2.0,0.0,70.0,235.0,124.0,7.0,2.0,0.0,3.0,2.0,66.0,60.0,6.0,2.0,4.0,0.0,0.0,3.0,4.0,26.0,5.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Gastón Giménez,MF,Paraguay,29.0,1991.0,2.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363,103,8,8,9,11,2,5,0,0,0,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,34.0,4.0,13.0,21.0,3.0,0.0,34.0,1.0,2.0,2.0,0.0,23.0,97.0,42.0,3.0,1.0,0.0,1.0,1.0,27.0,23.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,25.0,5.0,12.0,12.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
Diego Godín,DF,Uruguay,34.0,1986.0,5.0,5.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.6,0.0,5453,1783,81,86,128,133,47,57,1,15,1,0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,38.0,9.0,6.0,308.0,25.0,158.0,159.0,11.0,4.0,290.0,3.0,4.0,3.0,0.0,213.0,1063.0,574.0,11.0,4.0,0.0,0.0,1.0,218.0,215.0,0.0,4.0,3.0,2.0,0.0,3.0,5.0,43.0,17.0,26.0,14.0,3.0,5.0,1.0,0.0,4.0,5.0,14.0,0.0
