Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Cristian Cásseres Jr.,MF,Venezuela,21.0,2000.0,4.0,4.0,310.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,59.0,97.0,966.0,303.0,33.0,35.0,16.0,26.0,9.0,24.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,7.0,1.0,17.0,0.0,0.0,0.0,9.0,1.0,1.0,125.0,1.0,22.0,65.0,38.0,1.0,125.0,15.0,8.0,7.0,77.0,370.0,122.0,2.0,3.0,0.0,5.0,2.0,85.0,16.0,4.0,1.0,3.0,0.0,1.0,2.0,9.0,7.0,3.0,1.0,2.0,0.0,0.0,0.0
Edson Castillo,MF,Venezuela,26.0,1994.0,4.0,2.0,167.0,1.0,3.0,2.0,19.5,0.0,0.0,0.0,50.0,68.0,849.0,270.0,23.0,26.0,18.0,23.0,6.0,9.0,1.0,1.0,5.0,2.0,0.0,7.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,3.0,3.0,95.0,7.0,31.0,60.0,9.0,2.0,95.0,4.0,1.0,3.0,42.0,230.0,101.0,2.0,1.0,0.0,1.0,1.0,48.0,1.0,10.0,8.0,7.0,3.0,0.0,7.0,8.0,1.0,3.0,1.0,2.0,9.0,3.0,0.0
Edinson Cavani,FW,Uruguay,33.0,1987.0,5.0,5.0,427.0,2.0,14.0,5.0,15.6,0.0,1.0,1.0,118.0,147.0,1861.0,302.0,67.0,75.0,35.0,47.0,8.0,8.0,0.0,5.0,6.0,4.0,0.0,16.0,0.0,0.0,0.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,16.0,2.0,10.0,193.0,2.0,17.0,68.0,110.0,27.0,192.0,11.0,7.0,4.0,149.0,599.0,204.0,5.0,6.0,2.0,8.0,5.0,153.0,37.0,3.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,0.0,2.0,1.0,1.0,0.0
Richard Celis,MF,Venezuela,24.0,1996.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,26.0,12.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,18.0,0.0,2.0,14.0,5.0,0.0,18.0,4.0,1.0,3.0,11.0,112.0,63.0,2.0,3.0,0.0,2.0,0.0,7.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0
Julio César Enciso,MF,Paraguay,17.0,2004.0,2.0,0.0,42.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,28.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,5.0,0.0,8.0,2.0,1.0,1.0,8.0,79.0,13.0,0.0,1.0,0.0,0.0,1.0,8.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boris Cespedes,MF,Bolivia,25.0,1995.0,2.0,2.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,388.0,110.0,13.0,15.0,5.0,7.0,4.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,38.0,5.0,12.0,26.0,2.0,1.0,38.0,0.0,0.0,0.0,27.0,149.0,54.0,0.0,0.0,0.0,0.0,3.0,29.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0
Yimmi Chará,FW,Colombia,29.0,1991.0,4.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,67.0,769.0,244.0,35.0,39.0,12.0,14.0,3.0,7.0,0.0,3.0,6.0,1.0,0.0,11.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,2.0,77.0,2.0,13.0,46.0,22.0,4.0,77.0,4.0,3.0,1.0,55.0,321.0,196.0,6.0,3.0,0.0,4.0,1.0,62.0,8.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Jeyson Chura,FW,Bolivia,18.0,2002.0,3.0,3.0,168.0,0.0,2.0,1.0,29.4,0.0,0.0,0.0,50.0,63.0,702.0,150.0,28.0,32.0,9.0,12.0,5.0,6.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,3.0,88.0,4.0,15.0,38.0,36.0,3.0,88.0,6.0,3.0,3.0,68.0,409.0,159.0,4.0,6.0,1.0,7.0,5.0,68.0,13.0,3.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
Sebastián Coates,DF,Uruguay,30.0,1990.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,13.0,203.0,104.0,3.0,3.0,6.0,8.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,22.0,5.0,15.0,7.0,0.0,0.0,22.0,0.0,0.0,0.0,9.0,59.0,35.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0
Sergio Córdova,FW,Venezuela,23.0,1997.0,4.0,1.0,133.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,32.0,342.0,32.0,14.0,15.0,6.0,11.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,8.0,13.0,48.0,1.0,2.0,34.0,13.0,3.0,48.0,6.0,4.0,2.0,25.0,119.0,57.0,2.0,0.0,1.0,3.0,3.0,32.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0
Ángel Correa,FW,Argentina,25.0,1995.0,2.0,1.0,73.0,0.0,2.0,2.0,14.8,0.0,0.0,0.0,38.0,42.0,606.0,77.0,24.0,27.0,9.0,9.0,4.0,4.0,0.0,1.0,1.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,54.0,1.0,5.0,23.0,27.0,5.0,54.0,5.0,3.0,2.0,41.0,156.0,71.0,1.0,2.0,0.0,3.0,0.0,44.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0
Joaquín Correa,FW,Argentina,26.0,1994.0,3.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,18.0,163.0,4.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26.0,0.0,7.0,7.0,12.0,4.0,26.0,1.0,0.0,1.0,21.0,140.0,59.0,3.0,1.0,2.0,3.0,1.0,21.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
Aldo Corzo,DF,Peru,31.0,1989.0,7.0,7.0,600.0,0.0,2.0,1.0,6.8,0.0,0.0,0.0,188.0,235.0,2520.0,1045.0,131.0,143.0,40.0,61.0,10.0,15.0,0.0,2.0,9.0,1.0,0.0,8.0,0.0,0.0,0.0,7.0,4.0,0.0,7.0,0.0,0.0,0.0,20.0,7.0,10.0,309.0,21.0,91.0,131.0,88.0,9.0,309.0,5.0,0.0,5.0,151.0,500.0,217.0,3.0,4.0,0.0,11.0,3.0,161.0,26.0,10.0,9.0,5.0,4.0,1.0,7.0,11.0,4.0,6.0,1.0,5.0,6.0,18.0,0.0
Juan Cuadrado,MF,Colombia,32.0,1988.0,6.0,6.0,570.0,1.0,5.0,3.0,22.2,2.0,0.0,0.0,241.0,322.0,4659.0,1468.0,115.0,128.0,79.0,100.0,43.0,74.0,1.0,18.0,23.0,13.0,3.0,30.0,3.0,0.0,0.0,15.0,23.0,0.0,49.0,0.0,0.0,0.0,45.0,2.0,5.0,395.0,2.0,49.0,200.0,156.0,14.0,395.0,27.0,17.0,10.0,272.0,1378.0,627.0,14.0,19.0,6.0,18.0,10.0,279.0,52.0,15.0,9.0,6.0,8.0,1.0,8.0,18.0,10.0,5.0,1.0,4.0,10.0,1.0,0.0
Andrés Cubas,MF,Paraguay,24.0,1996.0,3.0,1.0,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.0,57.0,899.0,162.0,26.0,27.0,21.0,22.0,5.0,6.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,69.0,0.0,18.0,50.0,3.0,0.0,69.0,0.0,0.0,0.0,55.0,193.0,62.0,0.0,0.0,0.0,4.0,3.0,51.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,4.0,3.0,1.0,2.0,1.0,0.0,0.0
Gustavo Cuellar,MF,Colombia,28.0,1992.0,6.0,3.0,284.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,168.0,192.0,2910.0,842.0,74.0,78.0,64.0,72.0,21.0,30.0,0.0,0.0,15.0,3.0,0.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,231.0,13.0,66.0,140.0,26.0,0.0,231.0,3.0,0.0,3.0,140.0,777.0,413.0,3.0,5.0,0.0,3.0,3.0,160.0,1.0,14.0,7.0,8.0,6.0,0.0,6.0,14.0,8.0,3.0,0.0,3.0,6.0,10.0,0.0
Jaume Cuéllar,FW,Bolivia,19.0,2001.0,1.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,49.0,0.0,4.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,1.0,3.0,6.0,0.0,10.0,0.0,0.0,0.0,8.0,76.0,24.0,1.0,1.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Cueva,FW,Peru,29.0,1991.0,7.0,7.0,597.0,0.0,5.0,1.0,24.8,1.0,0.0,0.0,215.0,277.0,2855.0,726.0,141.0,153.0,52.0,68.0,10.0,25.0,2.0,16.0,18.0,10.0,0.0,23.0,2.0,0.0,0.0,5.0,27.0,1.0,14.0,0.0,0.0,0.0,35.0,1.0,4.0,359.0,3.0,33.0,192.0,138.0,11.0,359.0,34.0,20.0,14.0,298.0,1742.0,783.0,18.0,19.0,3.0,21.0,17.0,290.0,50.0,11.0,8.0,2.0,5.0,4.0,3.0,14.0,11.0,3.0,0.0,3.0,7.0,1.0,0.0
Yohan Cumana,DF,Venezuela,24.0,1996.0,3.0,3.0,256.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.0,57.0,570.0,220.0,19.0,29.0,15.0,21.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,9.0,3.0,3.0,85.0,10.0,27.0,48.0,11.0,0.0,85.0,1.0,1.0,0.0,42.0,284.0,114.0,4.0,2.0,0.0,2.0,1.0,36.0,10.0,3.0,2.0,2.0,1.0,0.0,2.0,4.0,2.0,3.0,2.0,1.0,4.0,6.0,0.0
Robert Piris Da Motta,MF,Paraguay,26.0,1994.0,3.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,80.0,1246.0,212.0,30.0,32.0,38.0,40.0,4.0,6.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,93.0,2.0,18.0,67.0,9.0,0.0,93.0,1.0,1.0,0.0,65.0,191.0,67.0,0.0,0.0,0.0,3.0,1.0,73.0,0.0,4.0,1.0,2.0,2.0,0.0,3.0,6.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0
Danilo,DF,Brazil,29.0,1991.0,7.0,6.0,575.0,0.0,7.0,2.0,23.8,0.0,0.0,0.0,328.0,381.0,5207.0,1553.0,154.0,168.0,151.0,164.0,15.0,28.0,0.0,3.0,33.0,2.0,2.0,29.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,1.0,0.0,0.0,28.0,6.0,4.0,449.0,17.0,102.0,255.0,95.0,5.0,449.0,8.0,6.0,2.0,275.0,979.0,609.0,14.0,7.0,2.0,7.0,3.0,288.0,14.0,9.0,4.0,3.0,6.0,0.0,4.0,9.0,5.0,6.0,1.0,5.0,13.0,11.0,0.0
Héctor David Martínez,DF,Paraguay,23.0,1998.0,4.0,2.0,261.0,0.0,5.0,1.0,11.9,0.0,0.0,0.0,87.0,119.0,1577.0,925.0,43.0,57.0,29.0,35.0,11.0,19.0,0.0,2.0,11.0,5.0,3.0,14.0,1.0,0.0,0.0,1.0,2.0,0.0,8.0,0.0,0.0,0.0,16.0,2.0,4.0,139.0,5.0,40.0,66.0,36.0,4.0,139.0,2.0,0.0,2.0,86.0,357.0,233.0,5.0,4.0,0.0,0.0,0.0,80.0,8.0,6.0,3.0,5.0,1.0,0.0,5.0,9.0,4.0,1.0,0.0,1.0,6.0,2.0,0.0
Giorgian De Arrascaeta,MF,Uruguay,26.0,1994.0,4.0,4.0,264.0,0.0,7.0,3.0,19.0,0.0,0.0,0.0,118.0,167.0,2003.0,480.0,62.0,71.0,34.0,56.0,16.0,26.0,0.0,8.0,10.0,2.0,0.0,17.0,0.0,0.0,0.0,3.0,5.0,1.0,21.0,0.0,0.0,0.0,15.0,0.0,5.0,197.0,1.0,10.0,82.0,106.0,15.0,197.0,4.0,2.0,2.0,138.0,598.0,232.0,3.0,10.0,1.0,7.0,3.0,147.0,29.0,5.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0
Nicolás De La Cruz,MF,Uruguay,23.0,1997.0,4.0,4.0,259.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,123.0,147.0,1631.0,496.0,78.0,84.0,32.0,41.0,5.0,11.0,0.0,4.0,13.0,6.0,2.0,15.0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,0.0,0.0,0.0,17.0,3.0,2.0,175.0,3.0,17.0,101.0,62.0,7.0,175.0,10.0,7.0,3.0,121.0,648.0,409.0,12.0,8.0,0.0,6.0,5.0,122.0,21.0,3.0,2.0,0.0,3.0,0.0,1.0,6.0,5.0,4.0,0.0,4.0,2.0,1.0,0.0
Rodrigo De Paul,MF,Argentina,26.0,1994.0,6.0,5.0,498.0,1.0,4.0,2.0,14.4,0.0,0.0,0.0,210.0,246.0,3783.0,928.0,96.0,105.0,78.0,90.0,26.0,34.0,1.0,6.0,19.0,3.0,0.0,23.0,1.0,0.0,0.0,10.0,16.0,0.0,6.0,0.0,0.0,0.0,33.0,1.0,3.0,295.0,4.0,56.0,148.0,96.0,4.0,295.0,10.0,4.0,6.0,215.0,1051.0,504.0,9.0,11.0,1.0,8.0,4.0,200.0,11.0,10.0,6.0,7.0,3.0,0.0,7.0,13.0,6.0,4.0,0.0,4.0,8.0,4.0,0.0
Ángel Di María,MF,Argentina,32.0,1988.0,6.0,2.0,277.0,1.0,11.0,3.0,18.9,0.0,0.0,0.0,91.0,118.0,1265.0,303.0,59.0,67.0,26.0,36.0,3.0,6.0,1.0,4.0,5.0,6.0,0.0,13.0,0.0,0.0,0.0,2.0,7.0,0.0,8.0,0.0,0.0,0.0,16.0,0.0,1.0,166.0,1.0,19.0,61.0,89.0,12.0,166.0,24.0,15.0,9.0,123.0,966.0,509.0,18.0,14.0,4.0,8.0,5.0,123.0,29.0,2.0,2.0,0.0,2.0,0.0,0.0,8.0,8.0,6.0,0.0,6.0,2.0,2.0,0.0
Damián Díaz,FW,Ecuador,34.0,1986.0,2.0,1.0,74.0,0.0,1.0,1.0,11.2,0.0,0.0,0.0,32.0,45.0,601.0,191.0,12.0,16.0,14.0,17.0,5.0,7.0,1.0,2.0,7.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,0.0,2.0,31.0,17.0,1.0,50.0,3.0,3.0,0.0,38.0,171.0,98.0,4.0,2.0,0.0,4.0,1.0,39.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Díaz,MF,Colombia,24.0,1997.0,5.0,4.0,417.0,4.0,10.0,7.0,17.6,0.0,0.0,0.0,123.0,154.0,1824.0,356.0,71.0,82.0,42.0,52.0,7.0,11.0,0.0,4.0,4.0,3.0,1.0,14.0,0.0,1.0,0.0,2.0,10.0,0.0,4.0,0.0,0.0,0.0,25.0,3.0,4.0,211.0,0.0,25.0,87.0,111.0,22.0,211.0,39.0,26.0,13.0,147.0,1246.0,695.0,30.0,14.0,10.0,8.0,5.0,160.0,48.0,4.0,1.0,3.0,1.0,0.0,2.0,5.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0
Nicolás Domínguez,MF,Argentina,22.0,1998.0,2.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,31.0,404.0,73.0,20.0,20.0,10.0,10.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,35.0,0.0,6.0,23.0,7.0,1.0,35.0,0.0,0.0,0.0,24.0,64.0,14.0,0.0,1.0,0.0,2.0,1.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emerson,DF,Brazil,22.0,1999.0,3.0,1.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,70.0,833.0,233.0,41.0,47.0,17.0,19.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,87.0,2.0,35.0,33.0,22.0,0.0,87.0,1.0,1.0,0.0,54.0,213.0,102.0,3.0,3.0,0.0,2.0,2.0,48.0,8.0,5.0,3.0,3.0,2.0,0.0,3.0,5.0,2.0,1.0,0.0,1.0,3.0,6.0,0.0
Alberto Espínola,DF,Paraguay,29.0,1991.0,5.0,5.0,446.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,197.0,239.0,3484.0,1317.0,98.0,104.0,73.0,85.0,23.0,38.0,0.0,4.0,12.0,5.0,2.0,20.0,2.0,0.0,0.0,8.0,7.0,1.0,14.0,0.0,0.0,0.0,29.0,5.0,3.0,300.0,12.0,94.0,138.0,73.0,6.0,300.0,7.0,5.0,2.0,156.0,631.0,338.0,10.0,8.0,1.0,3.0,2.0,156.0,19.0,23.0,13.0,13.0,8.0,2.0,15.0,25.0,10.0,3.0,0.0,3.0,17.0,7.0,0.0
Michael Estrada,FW,Ecuador,24.0,1996.0,3.0,1.0,140.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,146.0,15.0,8.0,12.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,4.0,38.0,0.0,2.0,14.0,22.0,10.0,38.0,2.0,1.0,1.0,21.0,54.0,23.0,1.0,0.0,1.0,2.0,3.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
Pervis Estupiñán,DF,Ecuador,23.0,1998.0,5.0,5.0,450.0,0.0,3.0,2.0,29.9,1.0,0.0,0.0,202.0,291.0,3261.0,1293.0,112.0,133.0,68.0,93.0,17.0,42.0,0.0,12.0,17.0,13.0,6.0,27.0,2.0,0.0,0.0,19.0,8.0,0.0,48.0,0.0,0.0,0.0,30.0,6.0,7.0,354.0,6.0,70.0,142.0,144.0,8.0,354.0,14.0,7.0,7.0,164.0,810.0,423.0,22.0,5.0,0.0,13.0,2.0,179.0,29.0,12.0,6.0,2.0,5.0,5.0,5.0,10.0,5.0,12.0,2.0,10.0,8.0,0.0,0.0
Fabinho,MF,Brazil,27.0,1993.0,4.0,2.0,192.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,154.0,168.0,2404.0,657.0,81.0,84.0,65.0,71.0,6.0,8.0,0.0,0.0,10.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,5.0,3.0,189.0,3.0,32.0,135.0,23.0,1.0,189.0,5.0,4.0,1.0,128.0,508.0,250.0,1.0,0.0,0.0,2.0,1.0,140.0,3.0,8.0,5.0,0.0,6.0,2.0,2.0,4.0,2.0,3.0,1.0,2.0,2.0,2.0,0.0
Frank Fabra,DF,Colombia,29.0,1991.0,1.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,18.0,220.0,69.0,7.0,7.0,5.0,7.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,19.0,0.0,7.0,8.0,4.0,0.0,19.0,0.0,0.0,0.0,13.0,36.0,24.0,0.0,0.0,0.0,1.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0
Roberto Fernández,DF,Bolivia,21.0,1999.0,4.0,3.0,288.0,0.0,3.0,1.0,25.2,0.0,0.0,0.0,112.0,138.0,1517.0,625.0,64.0,70.0,37.0,43.0,3.0,11.0,0.0,0.0,7.0,1.0,1.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,193.0,14.0,67.0,84.0,46.0,1.0,193.0,11.0,4.0,7.0,127.0,900.0,457.0,10.0,12.0,0.0,6.0,4.0,122.0,11.0,6.0,3.0,5.0,1.0,0.0,5.0,7.0,2.0,2.0,0.0,2.0,9.0,12.0,0.0
Nahuel Ferraresi,DF,Venezuela,22.0,1998.0,1.0,1.0,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,50.0,56.0,968.0,394.0,20.0,23.0,23.0,25.0,7.0,8.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,66.0,6.0,35.0,27.0,4.0,2.0,66.0,0.0,0.0,0.0,36.0,144.0,121.0,1.0,0.0,0.0,2.0,0.0,51.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
Roberto Firmino,MF,Brazil,29.0,1991.0,5.0,2.0,216.0,1.0,4.0,3.0,8.5,0.0,0.0,0.0,61.0,75.0,800.0,259.0,42.0,47.0,18.0,23.0,1.0,1.0,0.0,2.0,5.0,3.0,0.0,11.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,99.0,1.0,14.0,49.0,36.0,6.0,99.0,2.0,2.0,0.0,64.0,308.0,150.0,3.0,1.0,0.0,7.0,2.0,71.0,13.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,5.0,0.0,5.0,0.0,1.0,0.0
Enrique Flores,DF,Bolivia,26.0,1994.0,3.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,283.0,106.0,10.0,10.0,6.0,11.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,37.0,1.0,10.0,12.0,15.0,2.0,37.0,4.0,1.0,3.0,24.0,200.0,87.0,3.0,0.0,1.0,2.0,2.0,23.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Alan Franco,MF,Ecuador,22.0,1998.0,4.0,3.0,248.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,71.0,82.0,1018.0,224.0,43.0,46.0,24.0,25.0,2.0,6.0,0.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,6.0,97.0,1.0,14.0,55.0,29.0,3.0,97.0,0.0,0.0,0.0,64.0,249.0,99.0,0.0,0.0,0.0,1.0,2.0,66.0,8.0,2.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,7.0,0.0,0.0
Fred,MF,Brazil,27.0,1993.0,6.0,6.0,460.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,332.0,378.0,5253.0,1728.0,180.0,200.0,132.0,142.0,15.0,19.0,1.0,5.0,45.0,4.0,0.0,48.0,1.0,0.0,0.0,5.0,4.0,0.0,2.0,0.0,0.0,0.0,47.0,2.0,4.0,432.0,5.0,76.0,291.0,68.0,2.0,432.0,8.0,5.0,3.0,307.0,1048.0,566.0,7.0,6.0,0.0,11.0,4.0,309.0,8.0,17.0,9.0,10.0,6.0,1.0,7.0,14.0,7.0,8.0,0.0,8.0,6.0,1.0,0.0
Pablo Galdames Millán,MF,Chile,24.0,1996.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,240.0,47.0,7.0,9.0,5.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,20.0,0.0,1.0,8.0,11.0,1.0,20.0,1.0,0.0,1.0,14.0,47.0,23.0,1.0,2.0,1.0,0.0,0.0,14.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
